"BBL", "CHANGE_DATE", "WIZARD_NAME", "LOT_ACTION", "AUTH_FOR_CHANGE"
5077920315,2017-09-28,Digital Alteration Book Wizard,"New","Recorded Land Doc# 660214  07/20/2017  Survey by William M. Trang  07/11/2017"
5078900009,2019-10-25,Lot Apportionment,"Altered","Deed for lot 9 recorded on 11-08-2017  Land Doc 675239  Survey by Robert W. Marks on 7-25-19  Vacant Land"
5078900011,2019-10-25,Lot Apportionment,"New","Deed for lot 9 recorded on 11-08-2017  Land Doc 675239  Survey by Robert W. Marks on 7-25-19  Vacant Land"
5080250086,2020-02-24,Lot Apportionment,"New","Deed for lot 85 recorded on 12-27-2019  Land Doc 763746  Deed for lot 86 recorded on 12-27-2019  Land Doc 763687  Deed for lot 8"
5080250088,2020-02-24,Lot Merger,"Dropped","Step 1 of 2 steps apportionment"
5080250088,2020-02-24,Lot Apportionment,"New","Deed for lot 85 recorded on 12-27-2019  Land Doc 763746  Deed for lot 86 recorded on 12-27-2019  Land Doc 763687  Deed for lot 8"
5080250088,2020-02-24,Lot Reconfiguration,"Altered","Correction to Apportionment for lot 88"
5080250091,2021-04-01,Lot Merger,"Altered","Step 1 for Step 2 Apportionment"
5080250091,2021-04-01,Lot Apportionment,"Altered","Recorded/Filed	: 2/5/2019  2/5/2019  Land DOC: 728804 728805   Survey By:   William M. Trang     on date: 7/13/2020"
5080460094,2020-01-17,Lot Apportionment,"Altered","Deed for lot 94  recorded on:01/08/2018  CRFN:683061   Survey by WILLIAM TRANG on:10/25/2019  NB/ALT1/SI: 510113173"
5080460194,2020-01-17,Lot Apportionment,"New","Deed for lot 94  recorded on:01/08/2018  CRFN:683061   Survey by WILLIAM TRANG on:10/25/2019  NB/ALT1/SI: 510113173"
